01BlackRose08,AndreaVRinaldi,0.01980198,0
01BlackRose08,CITY_ASSOCIATES,0.01000099,0
01BlackRose08,anirbanmukh,0.010051246,0
01BlackRose08,akshchugh,0.020203508,0
01BlackRose08,BrightreeHHHO,0.015305672,0
01BlackRose08,Ashley_M54579,0.005140428,0
01BlackRose08,Bugaloopeb,0.030919805,0
01BlackRose08,AplisoSA,0.010463405,0
01BlackRose08,Consumablessafe,0.010515872,0
01BlackRose08,Alex_Mayberry,0.031705722,0
01BlackRose08,EnockDejavu,0.021457977,0
01BlackRose08,DaseinUltimate,0.048765512,0
01BlackRose08,cpeters97,0.005542217,0
01BlackRose08,Anja66T,0.027779717,0
01BlackRose08,BonniLedesma,0.056253915,0
01BlackRose08,BobToulsonBurke,0.028836594,0
01BlackRose08,david_macmurchy,0.023354329,0
01BlackRose08,beckragdoll,0.08843824,0
01BlackRose08,Estherbrt,0.0305897,0
01BlackRose08,BruneParkSchool,0.061914642,0
02SarahM,Crevy_Evy,0.019607843,0
02SarahM,akshay1090,0.009902913,0
02SarahM,DonnieWark,0.009952671,0
02SarahM,craigmoses14,0.020005367,0
02SarahM,AplisoSA,0.015155581,0
02SarahM,gfindley01,0.005090032,0
02SarahM,ClinSeqNews,0.030616706,0
02SarahM,BetterNewlyweds,0.010360917,0
02SarahM,Avandros1,0.010412914,0
02SarahM,aikopots24,0.03139545,0
02SarahM,Consigli1Di,0.021248336,0
02SarahM,bennymullany,0.048289771,0
02SarahM,Biondi_D,0.005488358,0
02SarahM,byronimation,0.02750991,0
02SarahM,Brandon_Blf,0.055709165,0
02SarahM,AvalonResident,0.028559255,0
02SarahM,AuditConduct,0.023130677,0
02SarahM,AllThingsNew215,0.087594521,0
02SarahM,CareWatchInc1,0.030302472,0
02SarahM,AldrinTheReal,0.061337168,0
03Masies,c_thompson6,0.018779343,0
03Masies,dcoachman6,0.00948416,0
03Masies,Amanda_pike16,0.009531691,0
03Masies,CanadianTMJohn,0.019158967,0
03Masies,elmchoalfa,0.01451411,0
03Masies,CristinaMerily1,0.004874557,0
03Masies,fabienne_Zre,0.0293206,0
03Masies,anirbanmukh,0.009922291,0
03Masies,DominosTaunton,0.009972149,0
03Masies,aniatarazi,0.03006678,0
03Masies,asu_kalekye,0.020349765,0
03Masies,farlinalpha,0.046249323,0
03Masies,DisabledKevin,0.005257005,0
03Masies,FBregman,0.026350729,0
03Masies,CoyoteLuckArt,0.053366592,0
03Masies,fgortazar,0.027364302,0
03Masies,eloisedenti_,0.022166039,0
03Masies,Anja66T,0.083952323,0
03Masies,cj_barrett15,0.029058267,0
03Masies,30RockSuperFans,0.058832562,0
0a3430129c1b4f5,Gemma_Lou_Lou,0.021390374,0
0a3430129c1b4f5,akatz313,0.010802692,0
0a3430129c1b4f5,Arianajoven,0.010856625,0
0a3430129c1b4f5,GJL67,0.021821558,0
0a3430129c1b4f5,CarrickKnights,0.016530098,0
0a3430129c1b4f5,beckycartercook,0.005551234,0
